order_id,customer_id,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,dias_estimados_entrega,dias_reales_entrega,demora_transporte,entrega_puntual,precio_promedio,costo_envio_total,peso_promedio,volumen_promedio,customer_state,seller_state,payment_type,payment_installments,review_score
2017-12-05 23:40:59.0000000,2017-12-20 22:46:28.0000000,2017-12-28,1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000015,13.0,1,11990,0,1732.0,0,2500.0,5712.0,SP,MG,boleto,1.0,5.0
2017-11-24 16:50:38.0000000,2017-12-11 19:12:55.0000000,2017-12-18,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000017,13.0,1,39700,0,2465.0,0,2650.0,18000.0,RJ,PR,boleto,1.0,4.0
2018-04-07 18:51:22.0000000,2018-04-25 23:38:41.0000000,2018-05-10,1970-01-01 00:00:00.000000033,1970-01-01 00:00:00.000000018,16.0,1,5990,0,2335.0,0,750.0,8349.0,MG,PR,credit_card,1.0,2.0
2017-10-16 15:29:43.0000000,2017-10-27 18:43:56.0000000,2017-11-06,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000011,11.0,1,2133,0,4530.0,0,180.0,2618.0,GO,SP,credit_card,1.0,
2017-05-22 13:49:03.0000000,2017-06-07 13:52:52.0000000,2017-06-13,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000016,9.0,1,1650,0,1410.0,0,350.0,836.0,PR,SP,boleto,1.0,5.0
2018-01-14 09:01:36.0000000,2018-02-01 20:29:51.0000000,2018-02-15,1970-01-01 00:00:00.000000032,1970-01-01 00:00:00.000000018,15.0,1,2190,0,1510.0,0,150.0,6000.0,PR,SP,credit_card,1.0,5.0
2018-01-16 09:26:39.0000000,2018-01-23 20:19:04.0000000,2018-02-07,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000007,6.0,1,3900,0,1611.0,0,550.0,8364.0,RJ,SP,boleto,1.0,1.0
2017-04-28 19:54:40.0000000,2017-05-22 18:32:21.0000000,2017-06-01,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000024,6.0,1,4975,0,2080.0,0,1500.0,3726.0,BA,SP,credit_card,5.0,5.0
2017-04-28 19:54:40.0000000,2017-05-22 18:32:21.0000000,2017-06-01,1970-01-01 00:00:00.000000034,1970-01-01 00:00:00.000000024,6.0,1,4975,0,2080.0,0,1500.0,3726.0,BA,SP,voucher,1.0,5.0
2017-04-06 22:16:10.0000000,2017-05-23 08:32:07.0000000,2017-05-19,1970-01-01 00:00:00.000000043,1970-01-01 00:00:00.000000047,36.0,0,80910,0,4429.0,0,3407.0,14168.0,AL,MG,credit_card,10.0,1.0
2018-02-06 19:11:57.0000000,2018-02-15 22:57:01.0000000,2018-03-02,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000009,7.0,1,9999,0,1372.0,0,1200.0,15750.0,SP,SP,credit_card,2.0,5.0
2018-03-06 06:40:28.0000000,2018-03-16 22:34:53.0000000,2018-04-11,1970-01-01 00:00:00.000000036,1970-01-01 00:00:00.000000010,9.0,1,5990,0,1995.0,0,750.0,8349.0,MG,PR,credit_card,7.0,5.0
2017-12-27 00:38:47.0000000,2018-01-17 20:43:29.0000000,2018-01-29,1970-01-01 00:00:00.000000033,1970-01-01 00:00:00.000000021,20.0,1,2489,0,5289.0,0,150.0,4290.0,BA,DF,boleto,1.0,4.0
2018-07-04 11:39:11.0000000,2018-07-12 17:48:49.0000000,2018-07-17,1970-01-01 00:00:00.000000013,1970-01-01 00:00:00.000000008,6.0,1,5400,0,854.0,0,418.0,1482.0,SP,SP,boleto,1.0,5.0
2018-03-26 17:42:53.0000000,2018-04-06 18:36:23.0000000,2018-04-27,1970-01-01 00:00:00.000000032,1970-01-01 00:00:00.000000011,8.0,1,8199,0,1301.0,0,207.0,2652.0,SP,SP,credit_card,3.0,5.0
2017-11-24 19:19:18.0000000,2017-12-22 18:37:40.0000000,2017-12-14,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000028,25.0,0,9900,0,1371.0,0,1550.0,20944.0,SP,SP,credit_card,4.0,2.0
2017-05-14 17:19:44.0000000,2017-05-26 13:14:50.0000000,2017-05-24,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000012,2.0,0,1899,0,1556.0,0,150.0,7826.0,SP,SP,credit_card,2.0,1.0
2017-05-17 23:19:34.0000000,2017-06-08 15:34:07.0000000,2017-06-19,1970-01-01 00:00:00.000000033,1970-01-01 00:00:00.000000022,20.0,1,3833,0,1679.0,0,300.0,4096.0,BA,SP,boleto,1.0,5.0
2017-01-28 13:17:57.0000000,2017-02-13 13:17:47.0000000,2017-03-20,1970-01-01 00:00:00.000000051,1970-01-01 00:00:00.000000016,12.0,1,6990,0,1800.0,0,950.0,23625.0,MG,SP,credit_card,1.0,5.0
2017-03-18 11:47:37.0000000,2017-03-28 14:23:33.0000000,2017-04-12,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000010,8.0,1,19500,0,1821.0,0,850.0,3751.0,MS,PR,credit_card,10.0,5.0
2018-05-19 10:29:23.0000000,2018-06-04 18:08:23.0000000,2018-06-05,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000016,14.0,1,3590,0,1520.0,0,1614.0,13888.0,MG,MG,credit_card,2.0,1.0
2017-11-28 09:32:49.0000000,2017-12-02 12:27:33.0000000,2017-12-22,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000004,3.0,1,7950,0,2105.0,0,2850.0,8800.0,PR,SP,credit_card,2.0,4.0
2017-08-15 02:45:18.0000000,2017-08-24 19:19:56.0000000,2017-09-06,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000009,9.0,1,2999,0,1510.0,0,700.0,4576.0,RJ,SP,credit_card,4.0,5.0
2018-04-22 12:13:25.0000000,2018-05-02 20:38:44.0000000,2018-05-14,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000010,9.0,1,10990,0,1321.0,0,588.0,4522.0,SP,SP,credit_card,3.0,4.0
2018-03-31 16:41:54.0000000,2018-04-05 19:02:44.0000000,2018-04-26,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000005,3.0,1,7490,0,1649.0,0,450.0,11664.0,SP,PR,credit_card,1.0,5.0
2018-03-27 16:25:35.0000000,2018-04-05 23:48:37.0000000,2018-04-17,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000009,8.0,1,1495,0,1823.0,0,300.0,736.0,MG,SP,credit_card,3.0,5.0
2018-05-08 21:45:54.0000000,2018-05-30 19:38:36.0000000,2018-06-05,1970-01-01 00:00:00.000000028,1970-01-01 00:00:00.000000022,21.0,1,14990,0,4311.0,0,8250.0,49280.0,CE,SP,credit_card,2.0,5.0
2017-12-27 17:52:11.0000000,2018-01-04 13:32:46.0000000,2018-01-22,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000008,7.0,1,1999,0,1410.0,0,300.0,1632.0,MG,SP,credit_card,1.0,4.0
2018-07-08 09:17:59.0000000,2018-07-31 10:51:58.0000000,2018-08-03,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000023,21.0,1,39000,0,2939.0,0,2100.0,4536.0,CE,SP,credit_card,7.0,5.0
2018-02-27 17:46:23.0000000,2018-03-22 19:03:31.0000000,2018-03-26,1970-01-01 00:00:00.000000027,1970-01-01 00:00:00.000000023,20.0,1,13500,0,2175.0,0,200.0,3600.0,DF,RS,boleto,1.0,4.0
2017-02-02 21:18:03.0000000,2017-02-07 13:04:37.0000000,2017-03-03,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000005,4.0,1,10400,0,1643.0,0,260.0,1729.0,RS,SP,credit_card,1.0,5.0
2017-10-27 21:10:26.0000000,2017-11-07 21:58:51.0000000,2017-12-01,1970-01-01 00:00:00.000000035,1970-01-01 00:00:00.000000011,4.0,1,14900,0,1580.0,0,1000.0,27588.0,SP,RS,credit_card,1.0,4.0
2017-11-24 23:10:30.0000000,2017-12-04 19:42:16.0000000,2017-12-14,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000010,5.0,1,27990,0,1346.0,0,300.0,2340.0,SP,SP,boleto,1.0,5.0
2018-02-13 11:47:21.0000000,2018-03-16 19:57:52.0000000,2018-03-22,1970-01-01 00:00:00.000000037,1970-01-01 00:00:00.000000031,24.0,1,4490,0,2322.0,0,2750.0,5250.0,PR,MG,credit_card,6.0,4.0
2018-07-23 17:26:00.0000000,2018-08-11 01:48:33.0000000,2018-08-14,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000019,18.0,1,3799,0,1918.0,0,300.0,816.0,PE,SP,boleto,1.0,5.0
2018-08-15 14:59:36.0000000,2018-08-28 18:58:21.0000000,2018-09-11,1970-01-01 00:00:00.000000027,1970-01-01 00:00:00.000000013,11.0,1,2999,0,1531.0,0,1400.0,13680.0,RS,SP,boleto,1.0,4.0
2017-12-18 13:43:54.0000000,2017-12-26 18:28:29.0000000,2018-01-16,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000008,7.0,1,12000,0,1559.0,0,475.0,2520.0,MG,SP,credit_card,1.0,5.0
2018-08-25 00:09:40.0000000,2018-08-30 18:34:37.0000000,2018-09-03,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000005,1.0,1,49275,0,2162.0,0,9900.0,44460.0,SP,SP,boleto,1.0,4.0
2018-05-02 11:59:06.0000000,2018-05-10 23:42:18.0000000,2018-05-22,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000008,7.0,1,9490,0,1854.0,0,50.0,4125.0,PR,SP,credit_card,1.0,5.0
2018-02-18 18:46:28.0000000,2018-03-12 18:15:42.0000000,2018-03-15,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000022,21.0,1,8834,0,2111.0,0,2500.0,14400.0,SC,SP,credit_card,5.0,4.0
2017-06-20 21:55:21.0000000,2017-06-29 14:57:35.0000000,2017-07-12,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000009,8.0,1,19999,0,6556.0,0,2050.0,48000.0,MG,SP,credit_card,10.0,5.0
2018-03-11 10:24:44.0000000,2018-03-19 22:34:41.0000000,2018-04-06,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000008,7.0,1,9990,0,1967.0,0,700.0,40000.0,SP,RS,credit_card,2.0,5.0
2018-05-14 16:57:47.0000000,2018-05-18 14:37:38.0000000,2018-05-25,1970-01-01 00:00:00.000000011,1970-01-01 00:00:00.000000004,1.0,1,7800,0,1780.0,0,950.0,9000.0,SP,SP,credit_card,1.0,4.0
2017-11-19 19:16:07.0000000,2017-11-27 18:54:09.0000000,2017-12-08,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000008,6.0,1,15500,0,1484.0,0,429.0,3360.0,PR,SP,boleto,1.0,3.0
2018-07-02 16:51:47.0000000,2018-07-06 18:14:47.0000000,2018-07-25,1970-01-01 00:00:00.000000023,1970-01-01 00:00:00.000000004,3.0,1,24990,0,3423.0,0,7850.0,32760.0,SP,PR,debit_card,1.0,5.0
2017-08-04 09:19:10.0000000,2017-08-07 19:07:30.0000000,2017-09-05,1970-01-01 00:00:00.000000032,1970-01-01 00:00:00.000000003,3.0,1,899,0,3257.0,0,450.0,5250.0,RS,MG,credit_card,9.0,5.0
2017-08-04 09:19:10.0000000,2017-08-07 19:07:30.0000000,2017-09-05,1970-01-01 00:00:00.000000032,1970-01-01 00:00:00.000000003,3.0,1,4490,0,716.0,0,200.0,1232.0,RS,SP,credit_card,9.0,5.0
2017-11-24 20:03:02.0000000,2018-01-06 00:25:43.0000000,2017-12-15,1970-01-01 00:00:00.000000021,1970-01-01 00:00:00.000000043,22.0,0,6060,0,1767.0,0,1000.0,31360.0,RJ,MG,credit_card,7.0,1.0
2018-03-25 16:52:27.0000000,2018-04-16 15:39:49.0000000,2018-04-20,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000022,9.0,1,22500,0,6724.0,0,23250.0,96600.0,MG,SP,credit_card,2.0,5.0
2018-04-10 01:14:18.0000000,2018-05-03 20:29:24.0000000,2018-04-30,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000023,17.0,0,7600,0,3407.0,0,3950.0,41200.0,PR,SP,boleto,1.0,5.0
2018-03-10 18:53:06.0000000,2018-04-29 21:08:59.0000000,2018-04-17,1970-01-01 00:00:00.000000038,1970-01-01 00:00:00.000000050,47.0,0,15900,0,2719.0,0,3150.0,31347.0,RJ,SP,credit_card,2.0,1.0
2017-05-18 19:04:48.0000000,2017-05-30 08:12:15.0000000,2017-06-07,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000012,11.0,1,10290,0,2890.0,0,1300.0,16170.0,MG,MG,credit_card,5.0,1.0
2017-07-17 21:25:23.0000000,2017-09-12 20:58:45.0000000,2017-08-11,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000057,55.0,0,6390,0,1689.0,0,300.0,6400.0,ES,SP,boleto,1.0,
2018-04-25 21:47:26.0000000,2018-05-03 22:16:51.0000000,2018-05-28,1970-01-01 00:00:00.000000033,1970-01-01 00:00:00.000000008,6.0,1,16880,0,821.0,0,127.0,2520.0,RJ,RJ,credit_card,4.0,5.0
2017-09-25 17:39:29.0000000,2017-09-27 16:52:40.0000000,2017-10-10,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000002,1.0,1,5990,0,1988.0,0,700.0,4600.0,SP,SP,credit_card,1.0,5.0
2018-07-08 11:28:17.0000000,2018-07-24 21:33:38.0000000,2018-08-08,1970-01-01 00:00:00.000000031,1970-01-01 00:00:00.000000016,11.0,1,23275,0,2858.0,0,1600.0,6732.0,BA,SP,boleto,1.0,3.0
2018-08-20 11:06:46.0000000,2018-08-30 21:13:48.0000000,2018-09-11,1970-01-01 00:00:00.000000022,1970-01-01 00:00:00.000000010,9.0,1,4890,0,1844.0,0,870.0,4845.0,SP,RJ,credit_card,1.0,5.0
2017-08-17 00:57:23.0000000,2017-08-28 19:14:03.0000000,2017-09-06,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000011,6.0,1,8700,0,2422.0,0,1300.0,23625.0,SP,SP,credit_card,8.0,5.0
2017-11-24 01:08:37.0000000,2017-12-07 16:59:21.0000000,2018-01-03,1970-01-01 00:00:00.000000040,1970-01-01 00:00:00.000000013,9.0,1,13190,0,1854.0,0,2275.0,20250.0,SP,MG,credit_card,10.0,4.0
2018-02-21 02:46:23.0000000,2018-02-26 16:49:02.0000000,2018-03-13,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000005,4.0,1,1990,0,1410.0,0,100.0,528.0,SP,RJ,credit_card,1.0,5.0
2018-07-19 14:58:59.0000000,2018-08-09 14:33:40.0000000,2018-08-20,1970-01-01 00:00:00.000000032,1970-01-01 00:00:00.000000021,2.0,1,13699,0,6604.0,0,15475.0,47061.0,SP,SP,debit_card,1.0,2.0
2017-10-13 00:04:49.0000000,2017-10-23 19:09:12.0000000,2017-11-01,1970-01-01 00:00:00.000000019,1970-01-01 00:00:00.000000010,6.0,1,39999,0,2364.0,0,8100.0,49680.0,MG,RJ,credit_card,3.0,5.0
2018-02-02 19:39:46.0000000,2018-02-26 21:36:00.0000000,2018-02-26,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000024,21.0,0,4100,0,1185.0,0,183.0,4608.0,SP,SP,credit_card,2.0,4.0
2018-06-13 14:10:54.0000000,2018-06-19 13:34:35.0000000,2018-07-20,1970-01-01 00:00:00.000000037,1970-01-01 00:00:00.000000006,4.0,1,6900,0,3716.0,0,250.0,1760.0,RJ,SP,boleto,1.0,5.0
2018-07-06 10:37:32.0000000,2018-07-21 00:08:29.0000000,2018-08-03,1970-01-01 00:00:00.000000028,1970-01-01 00:00:00.000000015,14.0,1,16990,0,3333.0,0,1092.0,17160.0,AL,PR,credit_card,2.0,5.0
2018-08-19 12:51:50.0000000,2018-08-27 22:32:15.0000000,2018-08-29,1970-01-01 00:00:00.000000010,1970-01-01 00:00:00.000000008,5.0,1,11900,0,1528.0,0,700.0,13832.0,DF,GO,credit_card,10.0,5.0
2018-08-03 14:52:31.0000000,2018-08-24 00:18:38.0000000,2018-08-15,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000021,18.0,0,3990,0,1808.0,0,350.0,15616.0,MS,SP,credit_card,1.0,1.0
2018-08-03 19:33:35.0000000,2018-08-07 11:32:11.0000000,2018-08-08,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000004,1.0,1,8500,0,1290.0,0,1800.0,27000.0,SP,SP,credit_card,4.0,5.0
2018-03-17 17:50:30.0000000,2018-03-27 22:34:57.0000000,2018-03-29,1970-01-01 00:00:00.000000012,1970-01-01 00:00:00.000000010,4.0,1,22000,0,889.0,0,710.0,6930.0,SP,SP,credit_card,1.0,3.0
2017-11-17 19:43:10.0000000,2018-01-10 23:19:43.0000000,2017-12-18,1970-01-01 00:00:00.000000031,1970-01-01 00:00:00.000000054,50.0,0,27700,0,3574.0,0,533.0,1760.0,MA,SP,credit_card,3.0,4.0
2018-08-19 19:43:01.0000000,2018-08-27 18:17:49.0000000,2018-09-05,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000008,5.0,1,6699,0,2775.0,0,350.0,2964.0,SP,MA,credit_card,3.0,4.0
2018-07-07 09:02:51.0000000,2018-08-02 23:07:33.0000000,2018-08-03,1970-01-01 00:00:00.000000027,1970-01-01 00:00:00.000000026,20.0,1,1400,0,5085.0,0,217.0,936.0,MA,SP,credit_card,1.0,5.0
2018-02-21 16:59:24.0000000,2018-03-28 18:54:53.0000000,2018-03-22,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000035,33.0,0,8500,0,3406.0,0,173.0,2808.0,RJ,PR,credit_card,2.0,1.0
2018-02-06 13:06:45.0000000,2018-02-08 19:06:53.0000000,2018-02-22,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000000002,2.0,1,22900,0,980.0,0,500.0,3300.0,SP,SP,credit_card,8.0,5.0
2018-05-07 22:38:21.0000000,2018-05-18 19:04:11.0000000,2018-05-24,1970-01-01 00:00:00.000000017,1970-01-01 00:00:00.000000011,8.0,1,9990,0,,0,584.0,2288.0,SP,SP,boleto,1.0,5.0
2018-01-22 23:50:35.0000000,2018-02-14 23:12:52.0000000,2018-02-21,1970-01-01 00:00:00.000000030,1970-01-01 00:00:00.000000023,22.0,1,8490,0,3439.0,0,321.0,3458.0,BA,PR,credit_card,1.0,2.0
2017-05-21 13:13:54.0000000,2017-06-02 14:57:49.0000000,2017-06-26,1970-01-01 00:00:00.000000036,1970-01-01 00:00:00.000000012,8.0,1,18900,0,3391.0,0,2850.0,40000.0,CE,SP,credit_card,4.0,5.0
2017-10-03 20:43:03.0000000,2017-10-05 19:53:19.0000000,2017-10-19,1970-01-01 00:00:00.000000016,1970-01-01 00:00:00.000000002,1.0,1,4900,0,778.0,0,200.0,352.0,SP,SP,credit_card,2.0,1.0
2018-07-04 06:45:05.0000000,2018-07-11 17:26:37.0000000,2018-07-30,1970-01-01 00:00:00.000000026,1970-01-01 00:00:00.000000007,6.0,1,3790,0,1537.0,0,525.0,5472.0,GO,SP,voucher,1.0,5.0
2018-05-18 16:59:09.0000000,2018-06-04 20:12:57.0000000,2018-06-12,1970-01-01 00:00:00.000000025,1970-01-01 00:00:00.000000017,14.0,1,17993,0,1614.0,0,100.0,4096.0,SP,RS,credit_card,1.0,4.0
2017-08-10 16:13:36.0000000,2017-08-29 20:03:08.0000000,2017-08-30,1970-01-01 00:00:00.000000020,1970-01-01 00:00:00.000000019,13.0,1,11690,0,1384.0,0,1350.0,4374.0,SP,SP,credit_card,3.0,5.0
2018-06-10 11:23:39.0000000,2018-06-18 17:36:49.0000000,2018-07-04,1970-01-01 00:00:00.000000024,1970-01-01 00:00:00.000000008,5.0,1,9490,0,1551.0,0,1600.0,27000.0,MG,MG,boleto,1.0,5.0
2018-05-29 19:22:17.0000000,2018-06-04 18:18:29.0000000,2018-06-29,1970-01-01 00:00:00.000000031,1970-01-01 00:00:00.000000006,5.0,1,12199,0,1573.0,0,150.0,1080.0,MG,SP,credit_card,1.0,5.0
2017-09-26 15:24:03.0000000,2017-09-29 18:29:50.0000000,2017-10-11,1970-01-01 00:00:00.000000015,1970-01-01 00:00:00.000000003,1.0,1,779,0,778.0,0,200.0,960.0,SP,SP,credit_card,1.0,5.0
2017-09-21 22:00:44.0000000,2017-10-12 12:29:59.0000000,2017-10-20,1970-01-01 00:00:00.000000029,1970-01-01 00:00:00.000000021,8.0,1,17999,0,8597.0,0,28600.0,160433.0,DF,SP,credit_card,5.0,5.0
